Brewery Index,Beer Index,Scraping Remarks / Errors,Date of latest review,Expression Name,Producer,Bottler,Country of Origin,Drink Type,Drink Category,Age,ABV,88B Website Review Link,Official Description,Producer Website Link,Photo Link
11,40,,"Mon, 05 Sep 2022 07:41:04 +0000",Bloom Jasmine IPA,Sunbird Brewing Company,,Singapore,Beer,IPA - American,,5.8% ABV,,"Pouring golden copper with an off-white head, bloom has a floral nose accompanied by an elegant balance. This allows the subtle hand picked jasmine flowers to shine through the essentials of an American IPA.",,https://assets.untappd.com/site/beer_logos/beer-4375140_7a745_sm.jpeg
11,41,,"Wed, 03 Jul 2024 04:27:46 +0000",Tropical Harmony NEIPA,Sunbird Brewing Company,,Singapore,Beer,IPA - New England / Hazy,,6% ABV,,"Indulged in the harmonious flavours of ripe melon, vibrant tropical fruits and bright citrus.
Orchestrated with intense hop aromatics of melon and tropical fruits, thirst-quenching citrusy flavours, and a pillowy mouthfeel with low bitterness.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5668217_375d2_hd.jpeg
11,42,,"Sun, 21 Jul 2024 12:04:39 +0000",Breezy Summer NEIPA,Sunbird Brewing Company,,Singapore,Beer,IPA - New England / Hazy,,6.5% ABV,,"Embark on a sensory journey into the tropics. Accenting aroma and flavours of tangy mango, refreshing pineapple and bright citrus, adeptly crafted to balance the tropical flavours with intensive hop aromatics, juicy character, and a pillowy mouthfeel with low bitterness.",,https://assets.untappd.com/site/beer_logos_hd/beer-5856303_07d8a_hd.jpeg
11,43,,"Sat, 27 Jan 2024 07:00:06 +0000",Ispahan Lager,Sunbird Brewing Company,,Singapore,Beer,Lager - Amber / Red,,5% ABV,,"An icon of modern French pastry inspired beer, Ispahan Lager is a subtle combination of raspberries, with a perfect balance of sweet and tart, along side the smoothness of rose petals, all supported by the delicate floral notes of lychee.",,https://assets.untappd.com/site/beer_logos_hd/beer-5219454_dc881_hd.jpeg
11,44,,"Fri, 19 Jul 2024 08:17:58 +0000",Triumphant Triple Fruited Sour,Sunbird Brewing Company,,Singapore,Beer,Sour - Smoothie / Pastry,,6.2% ABV,,"Celebrate the many strides forward we made together as we proudly showcase Mango, Tamarind and Calamansi in a Sunbird light. Come along as we strive to push the limit and come out triumphant once again.",,https://assets.untappd.com/site/beer_logos_hd/beer-5827428_e265b_hd.jpeg
11,45,,"Sat, 13 Jul 2024 10:10:19 +0000",Satsuma Orange Chocolate Sour Stout,Sunbird Brewing Company,,Singapore,Beer,Stout - Other,,6.8% ABV,,"Inspired by warm memories of sharing Satsuma Oranges with family around a Kotatsu and having Hot Cocoa with friends around a campfire. Come with us as we try to capture these two memories in a sip and have a taste of bright and tart citrus punctuated by chocolatey notes that we hope will be memorable. 
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5631086_a89fe_hd.jpeg
11,46,,"Fri, 19 Jul 2024 12:57:50 +0000",Hazy Pale Ale,Sunbird Brewing Company,,Singapore,Beer,Pale Ale - American,,5% ABV,,"So, here’s some more space juice for you all. Aromas and flavours include intense pineapple, passion fruit and stone fruit. All the hops. All the haze. All the fun. Enjoy!",,https://assets.untappd.com/site/beer_logos_hd/beer-5892031_5fa2e_hd.jpeg
11,47,,"Sat, 23 Mar 2024 10:44:43 +0000",Cherry Blossom Saison (Hallabong),Sunbird Brewing Company,,Singapore,Beer,Farmhouse Ale - Saison,,5% ABV,,Addition of Korean Hallabong Oranges,,https://assets.untappd.com/site/beer_logos_hd/beer-5321799_ab497_hd.jpeg
12,1,,"Thu, 11 Jul 2024 12:53:17 +0000",Punchin' Rye,Rye & Pint,,Singapore,Beer,Rye Beer,,5% ABV,,"Bursting with aromas of passionfruit and a light touch of spiciness from the rye malt, this session-able and moderately hoppy pale ale delivers a smooth finish.",,https://assets.untappd.com/site/beer_logos_hd/beer-1977304_300ee_hd.jpeg
12,2,,"Sun, 21 Jul 2024 05:08:14 +0000",Star Gazin’,Rye & Pint,,Singapore,Beer,IPA - Session,,4.5% ABV,,"Double Dry-hopped with Galaxy hops, Star Gazin' presents itself with notes of tropical fruits aroma and flavor, paired with a subtle malt sweetness, making it a crushable IPA.",,https://assets.untappd.com/site/beer_logos_hd/beer-2598231_cddb3_hd.jpeg
12,3,,"Sun, 21 Jul 2024 09:30:39 +0000",Sunday's Brew,Rye & Pint,,Singapore,Beer,Pilsner - Other,,5% ABV,,"A refreshing and tasty pilsner with initial citrus and floral notes, rounding off with a malty finish.",,https://assets.untappd.com/site/beer_logos_hd/beer-1977302_04366_hd.jpeg
12,4,,"Fri, 19 Jul 2024 10:39:33 +0000",Poppin’ Haze,Rye & Pint,,Singapore,Beer,IPA - New England / Hazy,,6% ABV,,"Kick back and enjoy a juicy IPA!
Loaded with mango & pineapple flavours from dry hopping (Citra, Cascade & Mosaic), Poppin’ haze is your tropical brew in a glass!",,https://assets.untappd.com/site/beer_logos_hd/beer-3222526_b02b3_hd.jpeg
12,5,,"Sun, 21 Jul 2024 07:22:50 +0000",Trippin' Wheat,Rye & Pint,,Singapore,Beer,Wheat Beer - Hefeweizen,,5% ABV,,"Brewed with malted wheat and Amarillo hops, expect notes of cloves, bananas and a citrus finish in this delightful brew.",,https://assets.untappd.com/site/beer_logos_hd/beer-1999147_23928_hd.jpeg
12,6,,"Sat, 20 Jul 2024 05:24:17 +0000",Lovin' Summer West Coast IPA,Rye & Pint,,Singapore,Beer,IPA - American,,6.2% ABV,,"Presenting tingles of rye balanced with a honey-biscuity sweetness.

Double dry hopped with Enigma and HPA-586 hops. Taste notes of orange peels, tropical fruits with a touch of pine.

Kick back and cool off from the summer heat with this West Coast IPA.",,https://assets.untappd.com/site/beer_logos_hd/beer-2283719_e933c_hd.jpeg
12,7,,"Sun, 21 Jul 2024 05:11:01 +0000",Scream Ale,Rye & Pint,,Singapore,Beer,Cream Ale,,5% ABV,,"The cream ale is smooth with corn like notes, paired with a subtle barley sweetness. Hoppiness is kept at a minimum, giving just the right amount of fruitiness. Crushable and refreshing making it perfect for an all-day beer.",,https://assets.untappd.com/site/beer_logos_hd/beer-4516812_0baa4_hd.jpeg
12,8,,"Fri, 17 Nov 2023 23:14:54 +0000",[ X X ] X’traordinary Xmas Edition Lager,Rye & Pint,,Singapore,Beer,Lager - American,,5% ABV,,Clocking in at only 5% alcohol and extremely light. This mildly hoppy and superbly refreshing guava & lime dry-hopped lager will keep your party convo flowing minus the banging hangovers the day after.,,https://assets.untappd.com/site/beer_logos_hd/beer-3561090_befce_hd.jpeg
12,9,,"Thu, 28 Dec 2023 10:24:25 +0000",Mandarina,Rye & Pint,,Singapore,Beer,Blonde / Golden Ale - Other,,5% ABV,,"Double dry hopped Golden Ale, light and refreshing beer with a touch of tangerine. 
Citrusy and sessionable with a dry finish. Brewed generously with mandarina Bavaria hops.",,https://assets.untappd.com/site/beer_logos_hd/beer-2511092_9bcbd_hd.jpeg
12,10,,"Thu, 03 Aug 2023 12:15:06 +0000",Vienna Pale Ale,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,"Brewed with a combination of Pale ale and Vienna Malts, this beer offers a toasty malt flavor. Moderately hoppy brew. Hints of floral notes with a grassy profile. 
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-2231752_49c0c_hd.jpeg
12,11,,"Tue, 07 Nov 2023 18:26:48 +0000",Profound Tone West Coast Rye IPA,Rye & Pint,,Singapore,Beer,IPA - American,,6.2% ABV,,"Releasing in May ‘21
Abv: 6.5% IBU 60

A Rye&Pint experimental and fun driven collaboration with our friends from Bacardi Singapore.

A 6.5% IPA, Rummin’ Raisins is infused with smooth robust flavours of Bacardi Negra, soaked with selected wood chips. Subtle spiciness paired with sweetness from Californian golden and dark raisins. Dry hopped with chinook, talus and simcoe hops for a smooth bitter sweet experience.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-3344705_a7e51_hd.jpeg
12,12,,"Sat, 04 May 2019 06:32:49 +0000",Experimental Series: Beat the Heat,Rye & Pint,,Singapore,Beer,IPA - Other,,6% ABV,,"Beat the Heat! An IPA inspired and brewed for the freakishly warm weather. Hints of tropical fruit notes and a clean finish, this is a brew that will get you through hot and humid nights.",,https://assets.untappd.com/site/beer_logos_hd/beer-3110558_aaa4f_hd.jpeg
12,13,,"Thu, 14 Mar 2019 12:27:10 +0000",Haze Me Up Before You Sago,Rye & Pint,,Singapore,Beer,IPA - New England / Hazy,,5.5% ABV,,"A collaboration with Boxing Cat Brewery (Shanghai, China) and Beer Travelist, this juicy New England-style IPA is inspired by the refreshing mango sago pomelo dessert. We added our own twist by substituting the pomelo with fresh calamansi that imparts a tangy, slightly bitter flavor on the long way down. Brewed with ripe fruit purees, this crushable collaboration is a perfect match for Singapore's warm climate.",,https://assets.untappd.com/site/beer_logos_hd/beer-2868264_c0f58_hd.jpeg
12,14,,"Wed, 09 Jan 2019 13:55:09 +0000",50 Grams of Fire,Rye & Pint,,Singapore,Beer,Pale Ale - American,,5% ABV,,"50 Grams of Fire: For our second collaboration with Boxing Cat Brewery (Shanghai, China) and Beer Travelist, we tossed 50 grams of diced chili padis into the kettle, then separately dry-hopped this pale ale with Hallertau Blanc and Mosaic hops. The result is a truly unique and complex collaboration ale that beautifully showcases the chili padi without overdoing the spice.",,https://assets.untappd.com/site/beer_logos_hd/beer-2929687_9cefe_hd.jpeg
12,15,,"Tue, 10 Sep 2019 12:41:25 +0000",Moonlightin’ Too,Rye & Pint,,Singapore,Beer,IPA - Black / Cascadian Dark Ale,,4.5% ABV,,"Second of 2 collaborative brews by Ross Goh( Rye&Pint brewery) and Clive Tan( Archipelago brewery). With an initial plan of only creating a single beer together. Both brewers made an impromptu decision in creating a second beer, “Moonlightin’ too”!

The Black IPA, imparts a mix of roasted, malty flavour. With notes of toffee and dry hopped for a pleasant fruity flavour.",,https://assets.untappd.com/site/beer_logos_hd/beer-2868262_2acb2_hd.jpeg
12,16,,"Wed, 06 Mar 2019 08:58:26 +0000",Two P’s In A Pot,Rye & Pint,,Singapore,Beer,Cream Ale,,4.5% ABV,,"A homage to our favourite part of the year- Chinese New Year, this Cream Ale bursts with aromas of ripened peach and hints of dried persimmon on the palate. Highly refreshing and crisp, this brew will keep you & the hordes of relatives chirpy through the nights.",,https://assets.untappd.com/site/beer_logos_hd/beer-3050908_bbb48_hd.jpeg
12,17,,"Sun, 25 Jun 2023 11:29:51 +0000",Lucky Lucky,Rye & Pint,,Singapore,Beer,Red Ale - Irish,,5% ABV,,"An Irish delight with a twist of our own. Hop bitterness is restrained for this brew, allowing the aroma and sweetness of Red Plums and malts to shine through at the forefront. What better way to end your long sweaty day with this cold and delish beer!",,https://assets.untappd.com/site/beer_logos_hd/beer-3861597_72037_hd.jpeg
12,18,,"Sun, 08 Sep 2019 11:16:02 +0000",Blue Belly Sour Ale,Rye & Pint,,Singapore,Beer,Sour - Fruited,,4.7% ABV,,"Blueberry beer
Refreshing beer with a soft tartness from the generous amounts of blueberries added. Fruity with a subtle malty finish.",,https://assets.untappd.com/site/beer_logos_hd/beer-3344708_1809c_hd.jpeg
12,19,,"Sat, 09 Oct 2021 10:36:11 +0000",Rummin’ Raisins,Rye & Pint,,Singapore,Beer,IPA - Other,,6.5% ABV,,"A Rye&Pint experimental and fun driven collaboration with our friends from Bacardi Singapore.

A 6.5% IPA, Rummin’ Raisins is infused with smooth robust flavours of Bacardi Negra, soaked with selected wood chips. Subtle spiciness paired with sweetness from Californian golden and dark raisins. Dry hopped with chinook, talus and simcoe hops for a smooth bitter sweet experience.",,https://assets.untappd.com/site/beer_logos_hd/beer-4284990_512bf_hd.jpeg
12,20,,"Sat, 20 Mar 2021 14:48:27 +0000",Experimental Series: BS’ 20 (Bitter Sour’ 2020),Rye & Pint,,Singapore,Beer,IPA - Sour,,5.6% ABV,,"We know we are not the only ones that think 2020 was one of the shittiest year ever. 
But hey, there’s always next year!

Last experimental brew for 2020,
Kettle-soured for 30 hours and set to ferment. 
Boiled and dry hopped with doses of YCH Talus and Ekuanot hops. We could tell you BS’ 20 IPA is a hoppy and piney beer with layers of berries, citrus and hints of grapefruit, blah blah blah. But why not just grab a pint...

To all the 2020 haters and survivors, this one’s for you. ????",,https://assets.untappd.com/site/beer_logos_hd/beer-4088184_dd34a_hd.jpeg
12,21,,"Sun, 05 May 2024 11:48:49 +0000","Ju, 菊",Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,"JU Chrysanthemum Ale – a whimsical fusion of chrysanthemum, chamomile flowers and selected malts, brewed for a delightful balance. Dive into the crisp world of chrysanthemum tea-like freshness, a gentle malty sweetness, and a touch of hops that turns every sip into a refreshing symphony. It's more than just ale; it's a thirst-quenching adventure!",,https://assets.untappd.com/site/beer_logos_hd/beer-2227132_a9ed2_hd.jpeg
12,22,,"Wed, 02 Feb 2022 12:15:15 +0000",Ocker Ong Lai Tart Berliner,Rye & Pint,,Singapore,Beer,Sour - Berliner Weisse,,4.1% ABV,,"Ocker Ong Lai
Pineapple Tart Berliner
ABV 4.1%

Concocted with our friends at Little Creatures to celebrate the good fortune of Chinese New Year and Australia Day being on the same days in 2020.

Brewed with Australian malt and infused with 40kg of juicy pineapple goodness, this playful take on that ever so popular CNY tasty treat is full of pineapple tart sweetness layered on a soft biscuit malt body, finishes with a slightly dry, sharp tart finish. 

Tropic like it's hot this Chinese New Year and Australia Day with a pint or two of our refreshing fine-apple goodness.",,https://assets.untappd.com/site/beer_logos_hd/beer-3626421_5347b_hd.jpeg
12,23,,"Tue, 17 Sep 2019 18:54:41 +0000",Moonlightin’,Rye & Pint,,Singapore,Beer,Porter - Other,,5.6% ABV,,"First of two collaborative brews by Ross Goh(Rye & Pint brewery) and Clive Tan (Archipelago brewery). Both brewers got together and brewed this collaborative series outside their respective brewing schedules. Hence the name “moonlightin’ “ .

The porter was brewed with the singapore climate and palate in mind. Easy to drink. Featuring subtle chocolate malt flavour. Paired with a smoky background taste, Gula Melaka ( Asia coconut palm sugar) cubes was added for slight sweetness, brewed for a smooth finish.",,https://assets.untappd.com/site/beer_logos_hd/beer-2868261_66e90_hd.jpeg
12,24,,"Sat, 26 Sep 2020 12:08:37 +0000",Experimental Series: Lily Senorita,Rye & Pint,,Singapore,Beer,Fruit Beer,,4.5% ABV,,"A Cocktail inspired ale. An unfiltered sessionable beer that’s subtly tart With flavours from freshly squeezed lime juice and a pleasant hint of lychee from the purée. Dry hopped with Nelson Sauvin hops for a fruity background reminiscent of a margarita. At just 4.5 abv, this senorita should make a poolside favourite, vacation in a pint!",,https://assets.untappd.com/site/beer_logos_hd/beer-3861602_bf5e7_hd.jpeg
12,25,,"Sat, 17 Dec 2022 20:23:00 +0000",Easy Peasy x Yakima Chief Hops,Rye & Pint,,Singapore,Beer,IPA - New England / Hazy,,6.2% ABV,,"Hazy, juicy and yummy.
When hoppy and oaty goodness come together! 
Single hopped generously with the latest strain of Cryo Pop Hops from our buddies at Yakima Chief. Presenting tangerines and zest on the nose, lemon and citrus on the tongue paired with a hint of pine. 
This hazy ipa finishes with a tad bit of lingering bitterness making it an easy peasy choice of pint.",,https://assets.untappd.com/site/beer_logos_hd/beer-4853703_f0704_hd.jpeg
12,26,,"Sat, 27 Apr 2024 11:02:59 +0000",Forbidden Sake Ale,Rye & Pint,,Singapore,Beer,Koji / Ginjo Beer,,5% ABV,,"Indulge in the exquisite allure of our ale, crafted with alluring Japanese black rice, known as ""forbidden rice."" This exceptional brew boasts estery notes courtesy of sake yeast, while the addition of Japanese rice imparts a pleasantly smooth and captivating flavor profile. Immerse yourself in a world of unparalleled taste, where tradition and innovation converge in every sip.",,https://assets.untappd.com/site/beer_logos_hd/beer-5550510_adba2_hd.jpeg
12,27,,"Sat, 10 Sep 2022 10:44:00 +0000",Meloncholy & the Infinite Radness,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,"What started as a casual drinking session, inspired by Alvan and Alfred’s drunk conversations. Bringing back their memories of Japan’s famous rock melon! 

The result, a beer with sweet and slightly musky scent of juicy rock melons, paired with subtle malt sweetness and balanced hop bitterness. 
A collaboration between the team at Sixteen ounces and Rye&Pint to create a summer delight!",,https://assets.untappd.com/site/beer_logos_hd/beer-4794249_2a3cc_hd.jpeg
12,28,,"Mon, 28 Sep 2020 11:19:35 +0000",Up All Night,Rye & Pint,,Singapore,Beer,Porter - Coffee,,5.6% ABV,,"This porter is made with several specialty malts to accentuate its chocolate and nutty overtones. Take a mouthful and taste the roasty notes of coffee which lingers on your palate, accompanied by hints of melted dark chocolate. With a balanced body and bitterness, this brew keeps you drinking and wanting more!",,https://assets.untappd.com/site/beer_logos_hd/beer-3861594_32cc9_hd.jpeg
12,29,,"Sun, 21 Jul 2024 12:55:03 +0000",Le Mimosa,Rye & Pint,,Singapore,Beer,Bière de Champagne / Bière Brut,,5% ABV,,"Le Mimosa, a delightful fusion of beer and the classic mimosa cocktail. Crafted with luscious orange purée and Brut yeast, mirroring the dry, champagne-like finish. This quaffable brew boasts low bitterness, making it the perfect choice to share with friends and family, even those who aren't typically beer enthusiasts. Cheers to a refreshing twist on tradition!",,https://assets.untappd.com/site/beer_logos_hd/beer-5551455_4c33b_hd.jpeg
12,30,,"Sun, 12 Nov 2017 11:30:39 +0000",Daily Fix,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,"A collaboration series to brew beers with specially selected coffee beans from local roasters. 
An effort to showcase the distinctive notes of coffee beans and beer!

A Rye&Pint project to merge the beauty of two brewing beer and coffee. A must try for coffee and beer lovers!",,https://assets.untappd.com/site/beer_logos_hd/beer-2231754_3b361_hd.jpeg
12,31,,"Sat, 20 Nov 2021 10:26:29 +0000",Red Ryeding Hood,Rye & Pint,,Singapore,Beer,IPA - Red,,5.5% ABV,,"No big bad wolf but a rockstar to keep you wanting more!

This Red Rye IPA exhibits a nice, deep burgundy hue. Generous amounts of late hop additions of El Dorado, paired with Mosaic, brings about nice stone and tropical fruits on the nose. The fruity profiles of the El Dorado, are complemented by the hints of caramel from Carared malt, as well as, notes of spiciness from the rye malt used. Overall a well-balanced medium-bodied beer.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-4415190_eaf06_hd.jpeg
12,32,,"Sun, 19 Feb 2023 09:53:45 +0000",Sourhead Series: Sour Apple Edition,Rye & Pint,,Singapore,Beer,Sour - Fruited,,5.2% ABV,,"A first from our Sourhead series! 
Reminiscing a go to candy from childhood.
Getting inspiration from the Warheads candy, better known for its intense flavours.
Bursting with aromas and an intense taste of sour green apples, this brew starts sour/tart before blending with a subtle malt sweetness.
Show Less",,https://assets.untappd.com/site/beer_logos_hd/beer-5054665_b4529_hd.jpeg
12,33,,"Thu, 23 Jun 2022 11:39:23 +0000",Choco Made,Rye & Pint,,Singapore,Beer,Stout - Other,,6% ABV,,"Flavors of toffee, nutty, and dark bitter chocolate, extracted from a helping of cacao nibs, are all blended together with a touch of roast in this rich brew. The bitterness of the stout is balanced off with a mellow vanilla and malty sweetness.",,https://assets.untappd.com/site/beer_logos_hd/beer-4628543_f4899_hd.jpeg
12,34,,"Sat, 13 Jul 2024 11:51:26 +0000",Maneki Neko,Rye & Pint,,Singapore,Beer,Fruit Beer,,5% ABV,,"“Maneki-Neko"" is a delightful collaboration between the warm-hearted folks at Daruma Tavern and Rye&Pint Brewery. This unique brew is a symphony of flavors, where butterfly pea flowers infuse a mesmerizing indigo, and luscious lychee purée adds both aroma and taste.

Immerse yourself in vibrant colors and delicious flavors with each sip.
""Maneki-Neko"" is the perfect ale for all occasions, from sunrise to sunset. It's even better when enjoyed in good company, making every moment a memorable one. Cheers to friendship and great beer!",,https://assets.untappd.com/site/beer_logos_hd/beer-5544547_eced6_hd.jpeg
12,35,,"Sat, 28 Oct 2023 16:12:30 +0000",Smoked Lychee,Rye & Pint,,Singapore,Beer,Smoked Beer,,N/A ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
12,36,,"Fri, 19 Jul 2024 11:50:09 +0000",Fortune Blossom Moutai Ale,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,8% ABV,,"We present you ""Fortune Blossom"" (富贵啤酒), a unique collaboration between Rye & Pint Brewery and Moutai, blending the rich heritage of Moutai with the craftsmanship of Rye & Pint's brewing expertise. This exquisite brew is a celebration of complexity, marrying the robust flavours of Moutai with delicate floral notes and a hint of citrus zest, culminating in a harmonious symphony of taste.

The name ""Fortune Blossom"" draws inspiration from 花开富贵, represented by the peony flower 牡丹. It encapsulates the spirit of abundance and elegance in Chinese culture, reflecting the collaboration's commitment to crafting an exceptional experience.",,https://assets.untappd.com/site/beer_logos_hd/beer-5855370_fcc0e_hd.jpeg
12,37,,"Thu, 23 Nov 2023 09:31:09 +0000",Amber Memories,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
12,38,,"Sun, 05 Feb 2023 07:23:37 +0000",Fat Boy‘s Thirteen 肥仔,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,"13th anniversary collab Rye & Pint x FAT Boy‘s
Mango Lime Pale Ale",,https://assets.untappd.com/site/beer_logos_hd/beer-5108440_34c0e_hd.jpeg
12,39,,"Sat, 03 Feb 2024 13:09:22 +0000",Food Junction Golden Ale,Rye & Pint,,Singapore,Beer,Blonde / Golden Ale - Other,,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
12,40,,"Mon, 16 Oct 2023 05:49:58 +0000",Collaboration Beer,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
12,41,,"Sat, 11 Mar 2023 11:58:42 +0000",Mango Lime Pale Ale,Rye & Pint,,Singapore,Beer,Pale Ale - Other,,5% ABV,,A collaboration to celebrate Fatboy’s Burger Bars 13th Anniversary.,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
12,42,,,Kopi ‘O’at,Rye & Pint,,Singapore,Beer,Stout - Coffee,,5.6% ABV,,"Taking inspiration from our morning coffee fix, we felt it would be fitting to have our own Kopi ‘O’ Stout. 
Brewed with the right amount of roasted malts and oats. Enjoy the aroma of a dark coffee with flavours of toffee.
Balanced with a creamy body and smooth mouthfeel to create the Singapore Kopi experience.",,https://assets.untappd.com/site/beer_logos_hd/beer-5141064_fec70_hd.jpeg
13,1,,"Mon, 15 Jul 2024 14:43:20 +0000",The Yellow Van,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Other,,4.8% ABV,,"YELLOW VAN (4.82% ABV) is brewed in house by The 1925 Brewing Co. with primarily the hop, Citra. A great session beer, the pale ale maintains a great balance between hops and malt. Expect a slight yeasty nose on the head followed by a malty body with a mildly sweet hint. This is liquid gold.



Did you know that it’s called Yellow Van because when the founders were younger, their grandfather / father used to ferry them around in his trusty bright yellow van, which he also used to transport his dry goods for his grocery store.",,https://assets.untappd.com/site/beer_logos_hd/beer-806499_dff6c_hd.jpeg
13,2,,"Tue, 16 Jul 2024 14:29:26 +0000",BLK6.22,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Dark Ale,,6.2% ABV,,The BLK6.22 Dark Ale (6.2% ABV) is a jet black dark ale with a smooth creamy head that floats at the top of our gold rimmed glass. The taste? Bold flavours of double malted barley with a hint of caramel at the tip of the tongue followed by a subtle bitter finish.,,https://assets.untappd.com/site/beer_logos_hd/beer-805925_cb200_hd.jpeg
13,3,,"Fri, 19 Jul 2024 14:26:17 +0000",Liang Teh Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,4,,"Sun, 21 Jul 2024 11:45:26 +0000",Small Monster,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - American,,5% ABV,,Small Monster (5% ABV) is an IPA brewed in house by The 1925 Microbrewery & Restaurant. This hoppy goodness features a robust malt flavour balanced with Cascade hops. A strong ale with a smooth mouth feel and long hoppy trail yet you can still taste a subtle citrus finish at the tip of your tongue. The Small Monster IPA will definitely satisfy your hophead cravings!,,https://assets.untappd.com/site/beer_logos_hd/beer-830912_d02bb_hd.jpeg
13,5,,"Mon, 15 Jul 2024 04:22:39 +0000",Lychee Pale Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.1% ABV,,"Featuring a bouquet of lychee and rose aromas, the Lychee pale lager has a delicate balance of subtle sweetness and light hoppiness against a mild malty backbone. The combination of flavours makes this beer a delightful treat that is sure to sparkle on the palate with its refreshing, dry and crisp finish.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,6,,"Tue, 09 Jul 2024 14:09:08 +0000",Kaya Toast Stout,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Other,,4.3% ABV,,"KAYA TOAST STOUT (4.3% ABV) is brewed using surplus fresh bread provided by Redmart. Kaya Toast Stout is a collaboration beer proudly brewed locally by The 1925 Brewing Co. and Crust. Enjoy the sweet aromas of pandan and coconut, followed by the light caramel profile of bread and creaminess and roasted notes of the stout. A traditional dish served non-traditionally, this beer is essentially a Singaporean breakfast in a bottle!",,https://assets.untappd.com/site/beer_logos_hd/beer-3757354_c6bfb_hd.jpeg
13,7,,"Sat, 22 Jun 2024 10:39:38 +0000",King's Garden Ale,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Pale Ale - Belgian,,4.8% ABV,,"Collaboration between Song Fa Bak Kut Teh and The 1925 Brewing Co. Crafted from the tea leaves of Song Fa's blend of tea; Subtle dryness of oolong tea, sweetness of green tea, and fragrance of chrysanthemum flowers.

Only available at Song Fa's Velocity @ Novena Square outlet",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,8,,"Fri, 19 Jul 2024 10:08:03 +0000",TIRAMISU STOUT X KINGS CART COFFEE,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Stout - Coffee,,5% ABV,,"THE 1925 BREWING CO. , SINGAPORE, STOUT W/ DARK CHOCO & COFFEE, 5.0%",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,9,,"Fri, 24 May 2024 13:28:14 +0000",Small Monster Coffee Session IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - Session,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,10,,"Wed, 26 Jun 2024 06:56:06 +0000",The 1925 Yuzu Lager,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.2% ABV,,with gryphon tea,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,11,,"Fri, 19 Jul 2024 09:37:29 +0000",Watermelon Cucumber,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - Pale,,4.8% ABV,,Show Less,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,12,,"Sun, 22 Jan 2023 13:06:43 +0000",Better Together IPA,The 1925 Microbrewery & Restaurant,,Singapore,Beer,IPA - New England / Hazy,,5.5% ABV,,Brewed to celebrate Singapore 55th anniversary,,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
13,13,,"Fri, 12 Jul 2024 05:37:34 +0000",DaBai,The 1925 Microbrewery & Restaurant,,Singapore,Beer,Lager - IPL (India Pale Lager),,4.8% ABV,,"DABAI (4.8% ABV) is the answer to those who are craving for hoppier flavours in their beers without the overpowering richness of an ale. Brewed with Sorachi Ace, a mild clean hop used predominantly in Japan, produces a lager that is crisp and clean, making it extremely versatile to pair with almost anything.",,https://assets.untappd.com/site/assets/images/temp/badge-beer-default.png
